CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TypeofContact_encoded,Occupation_encoded,Gender_encoded,ProductPitched_encoded,MaritalStatus_encoded,Designation_encoded,Age_Group,Age_Group_encoded,Income_Group,Income_Group_encoded,Family_Size,Travel_Experience,Travel_Experience_encoded,High_Satisfaction,Base_Price,Price_Per_Person,Customer_Segment
200546,0,29.0,Self Enquiry,3,16.0,Salaried,Male,2,3.0,Basic,3.0,Single,2.0,0,4,0,0.0,Executive,17642.0,1,2,2,0,2,1,Young,3,Low,1,2.0,Beginner,0,1,500,353.5533905932737,2
200547,1,42.0,Company Invited,1,25.0,Small Business,Male,2,2.0,Basic,3.0,Married,7.0,1,3,1,1.0,Executive,17759.0,0,3,2,0,1,1,Middle,1,Low,1,3.0,Expert,1,0,500,459.61940777125585,3
200548,0,43.0,Company Invited,3,21.0,Salaried,Male,2,4.0,Deluxe,3.0,Divorced,4.0,0,5,0,1.0,Manager,21804.0,0,2,2,1,0,2,Middle,1,Medium,2,3.0,Regular,3,1,2000,1414.2135623730949,2
200549,0,34.0,Self Enquiry,1,14.0,Small Business,Female,3,3.0,Deluxe,3.0,Single,4.0,0,4,1,1.0,Manager,21142.0,1,3,1,1,2,2,Middle,1,Medium,2,4.0,Regular,3,1,2000,1501.1106998930272,1
200550,0,23.0,Self Enquiry,1,15.0,Small Business,Male,2,3.0,Basic,5.0,Divorced,2.0,0,3,0,1.0,Executive,17500.0,1,3,2,0,0,1,Young,3,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
200551,0,39.0,Self Enquiry,2,9.0,Salaried,Female,2,2.0,Deluxe,4.0,Divorced,1.0,0,2,1,0.0,Manager,21389.0,1,2,1,1,0,2,Middle,1,Medium,2,2.0,Beginner,0,0,2000,1555.6349186104044,1
200552,0,56.0,Self Enquiry,1,15.0,Small Business,Male,2,3.0,Super Deluxe,3.0,Divorced,1.0,0,4,0,0.0,AVP,26103.0,1,3,2,4,0,0,Senior,2,Medium,2,2.0,Beginner,0,1,3500,3217.335854398791,0
200553,0,40.0,Self Enquiry,1,8.0,Small Business,Female,2,4.0,Basic,3.0,Single,1.0,1,3,1,1.0,Executive,17342.0,1,3,1,0,2,1,Middle,1,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
200554,0,27.0,Self Enquiry,1,13.0,Small Business,Female,2,4.0,Deluxe,5.0,Unmarried,1.0,0,3,1,0.0,Manager,21811.0,1,3,1,1,3,2,Young,3,Medium,2,2.0,Beginner,0,0,2000,1838.4776310850234,1
200555,0,29.0,Self Enquiry,3,16.0,Small Business,Male,2,3.0,Basic,4.0,Married,2.0,0,2,0,1.0,Executive,17297.0,1,3,2,0,1,1,Young,3,Low,1,3.0,Beginner,0,0,500,353.5533905932737,2
200556,0,53.0,Self Enquiry,1,12.0,Salaried,Male,2,3.0,Deluxe,3.0,Single,3.0,0,5,1,0.0,Manager,17450.0,1,2,2,1,2,2,Senior,2,Low,1,2.0,Regular,3,1,2000,1838.4776310850234,1
200557,0,35.0,Company Invited,1,8.0,Salaried,Female,3,3.0,Deluxe,5.0,Married,3.0,0,4,0,0.0,Manager,20093.0,0,2,1,1,1,2,Middle,1,Medium,2,3.0,Regular,3,1,2000,1501.1106998930272,1
200558,0,32.0,Company Invited,1,30.0,Salaried,Male,3,3.0,Deluxe,3.0,Divorced,2.0,0,4,1,0.0,Manager,20309.0,0,2,2,1,0,2,Middle,1,Medium,2,3.0,Beginner,0,1,2000,1501.1106998930272,1
200559,0,38.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,Basic,3.0,Divorced,7.0,1,4,0,0.0,Executive,18057.0,1,3,2,0,0,1,Middle,1,Low,1,3.0,Expert,1,1,500,375.2776749732568,3
200560,0,34.0,Self Enquiry,1,14.0,Salaried,Female,2,3.0,Deluxe,5.0,Married,4.0,0,5,1,0.0,Manager,20121.0,1,2,1,1,1,2,Middle,1,Medium,2,2.0,Regular,3,1,2000,1838.4776310850234,1
200561,0,52.0,Self Enquiry,3,9.0,Small Business,Male,2,4.0,Super Deluxe,5.0,Divorced,2.0,0,5,1,0.0,AVP,31856.0,1,3,2,4,0,0,Senior,2,Medium,2,2.0,Beginner,0,1,3500,2474.8737341529163,0
200562,1,33.0,Self Enquiry,1,6.0,Salaried,Male,3,3.0,Basic,3.0,Single,2.0,1,3,1,0.0,Executive,17686.0,1,2,2,0,2,1,Middle,1,Low,1,3.0,Beginner,0,0,500,375.2776749732568,1
200563,0,25.0,Self Enquiry,3,32.0,Small Business,Female,2,3.0,Deluxe,3.0,Single,2.0,0,4,0,0.0,Manager,21180.0,1,3,1,1,2,2,Young,3,Medium,2,2.0,Beginner,0,1,2000,1414.2135623730949,2
200564,0,45.0,Self Enquiry,3,8.0,Large Business,Male,2,5.0,Deluxe,3.0,Unmarried,1.0,0,5,0,0.0,Manager,21632.0,1,1,2,1,3,2,Middle,1,Medium,2,2.0,Beginner,0,1,2000,1414.2135623730949,2
200565,0,36.0,Self Enquiry,1,16.0,Small Business,Male,3,2.0,Basic,3.0,Single,2.0,0,2,1,1.0,Executive,18505.0,1,3,2,0,2,1,,1,Low,1,4.0,Beginner,0,0,500,375.2776749732568,4
200566,1,47.0,Company Invited,3,33.0,Salaried,Female,3,1.0,Deluxe,3.0,Unmarried,5.0,1,4,1,2.0,Manager,21397.0,0,2,1,1,3,2,Senior,2,Medium,2,5.0,Regular,3,1,2000,1154.7005383792516,3
200567,0,34.0,Self Enquiry,3,8.0,Salaried,Male,2,3.0,Deluxe,3.0,Single,2.0,0,5,0,0.0,Manager,21274.0,1,2,2,1,2,2,Middle,1,Medium,2,2.0,Beginner,0,1,2000,1414.2135623730949,2
200568,1,55.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,King,5.0,Divorced,6.0,1,2,1,,VP,34859.0,1,3,2,2,0,4,Senior,2,Medium,2,3.0,Expert,1,0,5000,3752.776749732568,0
200569,0,36.0,Company Invited,3,14.0,Salaried,Male,3,4.0,Standard,5.0,Unmarried,2.0,0,2,0,2.0,Senior Manager,22587.0,0,2,2,3,3,3,Middle,1,Medium,2,5.0,Beginner,0,0,1000,577.3502691896258,2
200570,0,52.0,Company Invited,1,13.0,Small Business,Male,2,3.0,Basic,3.0,Divorced,1.0,0,3,1,0.0,Executive,22347.0,0,3,2,0,0,1,Senior,2,,1,2.0,Beginner,0,0,500,459.61940777125585,1
200571,0,26.0,,1,13.0,Salaried,Female,3,5.0,Basic,3.0,Married,4.0,0,4,1,2.0,Executive,22347.0,2,2,1,0,1,1,Young,3,,1,5.0,Regular,3,1,500,375.2776749732568,1
200572,0,29.0,,1,13.0,Small Business,Female,3,3.0,Deluxe,3.0,Divorced,5.0,0,2,1,0.0,Manager,22347.0,2,3,1,1,0,2,Young,3,,1,3.0,Regular,3,0,2000,1501.1106998930272,4
200573,1,26.0,Self Enquiry,3,14.0,Large Business,Male,2,4.0,Deluxe,5.0,Single,7.0,0,3,1,1.0,Manager,20326.0,1,1,2,1,2,2,Young,3,Medium,2,3.0,Expert,1,0,2000,1414.2135623730949,3
200574,0,34.0,Self Enquiry,1,6.0,Salaried,Female,3,1.0,Basic,3.0,Single,3.0,0,2,0,0.0,Executive,18280.0,1,2,1,0,2,1,Middle,1,Low,1,3.0,Regular,3,0,500,375.2776749732568,4
200575,0,54.0,Self Enquiry,1,25.0,Small Business,Female,3,3.0,Deluxe,5.0,Married,1.0,1,3,0,0.0,Manager,20485.0,1,3,1,1,1,2,Senior,2,Medium,2,3.0,Beginner,0,0,2000,1501.1106998930272,4
200576,0,27.0,,3,13.0,Small Business,Male,2,3.0,Deluxe,3.0,Divorced,1.0,0,3,0,1.0,Manager,22347.0,2,3,2,1,0,2,Young,3,,1,3.0,Beginner,0,0,2000,1414.2135623730949,2
200577,0,37.0,Self Enquiry,1,16.0,Salaried,Female,2,3.0,Basic,5.0,Married,1.0,1,3,1,1.0,Executive,17782.0,1,2,1,0,1,1,Middle,1,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
200578,0,38.0,Company Invited,1,8.0,Salaried,Female,3,1.0,Deluxe,5.0,Single,7.0,1,2,1,2.0,Manager,20980.0,0,2,1,1,2,2,Middle,1,Medium,2,5.0,Expert,1,0,2000,1501.1106998930272,3
200579,0,34.0,,1,13.0,Small Business,Female,2,4.0,Basic,5.0,Single,2.0,0,2,1,1.0,Executive,22347.0,2,3,1,0,2,1,Middle,1,,1,3.0,Beginner,0,0,500,459.61940777125585,1
200580,0,35.0,Self Enquiry,3,14.0,Salaried,Female,3,3.0,Basic,3.0,Divorced,2.0,0,3,0,0.0,Executive,17572.0,1,2,1,0,0,1,Middle,1,Low,1,3.0,Beginner,0,0,500,288.6751345948129,2
200581,0,36.0,Self Enquiry,1,6.0,Salaried,Male,2,5.0,Basic,3.0,Divorced,4.0,0,4,1,0.0,Executive,22347.0,1,2,2,0,0,1,,1,,1,2.0,Regular,3,1,500,459.61940777125585,1
200582,0,40.0,Company Invited,1,13.0,Small Business,Female,2,1.0,Deluxe,4.0,Divorced,2.0,0,3,0,1.0,Manager,22347.0,0,3,1,1,0,2,Middle,1,,1,3.0,Beginner,0,0,2000,1838.4776310850234,1
200583,0,34.0,Self Enquiry,3,14.0,Salaried,Female,3,3.0,Deluxe,5.0,Divorced,6.0,0,2,1,0.0,Manager,21500.0,1,2,1,1,0,2,Middle,1,Medium,2,3.0,Expert,1,0,2000,1154.7005383792516,3
200584,0,42.0,Company Invited,1,14.0,Salaried,Male,3,3.0,King,3.0,Married,2.0,0,5,0,1.0,VP,33430.0,0,2,2,2,1,4,Middle,1,Medium,2,4.0,Beginner,0,1,5000,3752.776749732568,0
200585,1,23.0,Self Enquiry,1,12.0,Salaried,Male,3,1.0,Basic,5.0,Divorced,2.0,1,3,1,2.0,Executive,16601.0,1,2,2,0,0,1,Young,3,Low,1,5.0,Beginner,0,0,500,375.2776749732568,1
200586,0,24.0,Company Invited,1,15.0,Salaried,Male,2,4.0,Basic,4.0,Married,2.0,0,5,1,0.0,Executive,17694.0,0,2,2,0,1,1,Young,3,Low,1,2.0,Beginner,0,1,500,459.61940777125585,1
200587,0,52.0,Self Enquiry,1,17.0,Salaried,Female,2,3.0,Deluxe,3.0,Divorced,1.0,0,2,1,1.0,Manager,18149.0,1,2,1,1,0,2,Senior,2,Low,1,3.0,Beginner,0,0,2000,1838.4776310850234,1
200588,0,50.0,Self Enquiry,1,8.0,Small Business,Male,3,3.0,Super Deluxe,3.0,Divorced,6.0,0,2,0,1.0,AVP,32639.0,1,3,2,4,0,0,Senior,2,Medium,2,4.0,Expert,1,0,3500,2626.9437248127974,0
200589,1,29.0,Self Enquiry,1,6.0,Salaried,Female,2,4.0,Basic,5.0,Divorced,2.0,1,2,0,0.0,Executive,17319.0,1,2,1,0,0,1,Young,3,Low,1,2.0,Beginner,0,0,500,459.61940777125585,1
200590,0,33.0,Self Enquiry,1,13.0,Small Business,Male,2,3.0,Standard,3.0,Divorced,1.0,0,4,0,0.0,Senior Manager,26691.0,1,3,2,3,0,3,Middle,1,Medium,2,2.0,Beginner,0,1,1000,919.2388155425117,1
200591,1,33.0,Self Enquiry,3,22.0,Small Business,Female,3,3.0,Deluxe,5.0,Single,6.0,0,3,1,0.0,Manager,20324.0,1,3,1,1,2,2,Middle,1,Medium,2,3.0,Expert,1,0,2000,1154.7005383792516,3
200592,0,47.0,Self Enquiry,1,8.0,Salaried,Female,2,3.0,Super Deluxe,3.0,Divorced,2.0,1,4,1,0.0,AVP,31752.0,1,2,1,4,0,0,Senior,2,Medium,2,2.0,Beginner,0,1,3500,3217.335854398791,0
200593,0,36.0,Self Enquiry,1,6.0,Salaried,Female,2,3.0,Deluxe,4.0,Divorced,1.0,0,5,0,0.0,Manager,20228.0,1,2,1,1,0,2,Middle,1,Medium,2,2.0,Beginner,0,1,2000,1838.4776310850234,1
200594,0,29.0,Self Enquiry,1,29.0,Salaried,Male,2,1.0,Basic,3.0,Divorced,2.0,0,2,1,1.0,Executive,17700.0,1,2,2,0,0,1,Young,3,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
200595,1,58.0,Self Enquiry,1,8.0,Salaried,Male,2,3.0,King,4.0,Single,1.0,1,3,1,1.0,VP,34246.0,1,2,2,2,2,4,Senior,2,Medium,2,3.0,Beginner,0,0,5000,4596.194077712558,0
200596,0,35.0,Self Enquiry,1,6.0,Salaried,Female,2,1.0,Basic,3.0,Single,4.0,0,3,0,0.0,Executive,17506.0,1,2,1,0,2,1,Middle,1,Low,1,2.0,Regular,3,0,500,459.61940777125585,1
200597,0,42.0,Self Enquiry,1,6.0,Salaried,Female,2,4.0,Deluxe,3.0,Divorced,1.0,1,3,0,1.0,Manager,21062.0,1,2,1,1,0,2,Middle,1,Medium,2,3.0,Beginner,0,0,2000,1838.4776310850234,1
200598,1,28.0,,1,13.0,Small Business,Male,2,3.0,Basic,3.0,Single,7.0,0,3,0,0.0,Executive,22347.0,2,3,2,0,2,1,Young,3,,1,2.0,Expert,1,0,500,459.61940777125585,3
200599,0,36.0,Self Enquiry,2,19.0,Salaried,Male,2,3.0,Basic,4.0,Divorced,5.0,0,3,1,0.0,Executive,17143.0,1,2,2,0,0,1,Middle,1,Low,1,2.0,Regular,3,0,500,388.9087296526011,1
200600,0,32.0,Self Enquiry,1,10.0,Salaried,Female,3,4.0,Deluxe,3.0,Divorced,2.0,0,4,1,0.0,Manager,21162.0,1,2,1,1,0,2,Middle,1,Medium,2,3.0,Beginner,0,1,2000,1501.1106998930272,1
200601,0,40.0,Company Invited,1,22.0,Small Business,Male,2,4.0,Deluxe,3.0,Single,7.0,0,5,1,1.0,Manager,20094.0,0,3,2,1,2,2,Middle,1,Medium,2,3.0,Expert,1,1,2000,1838.4776310850234,3
200602,0,30.0,Self Enquiry,1,8.0,Small Business,Female,2,4.0,Deluxe,3.0,Unmarried,6.0,1,2,1,1.0,Manager,21877.0,1,3,1,1,3,2,Young,3,Medium,2,3.0,Expert,1,0,2000,1838.4776310850234,3
200603,0,45.0,Self Enquiry,1,8.0,Salaried,Female,3,4.0,Basic,3.0,Single,2.0,0,3,1,1.0,Executive,17274.0,1,2,1,0,2,1,Middle,1,Low,1,4.0,Beginner,0,0,500,375.2776749732568,1
200604,0,42.0,Self Enquiry,1,13.0,Salaried,Male,3,3.0,Deluxe,4.0,Divorced,2.0,0,3,1,1.0,Manager,22347.0,1,2,2,1,0,2,Middle,1,,1,4.0,Beginner,0,0,2000,1501.1106998930272,4
200605,0,38.0,Company Invited,1,18.0,Salaried,Male,2,4.0,Deluxe,5.0,Married,3.0,0,5,1,0.0,Manager,21288.0,0,2,2,1,1,2,Middle,1,Medium,2,2.0,Regular,3,1,2000,1838.4776310850234,1
200606,0,34.0,Company Invited,1,22.0,Salaried,Female,3,4.0,Basic,3.0,Single,2.0,0,5,1,1.0,Executive,17553.0,0,2,1,0,2,1,Middle,1,Low,1,4.0,Beginner,0,1,500,375.2776749732568,1
200607,1,49.0,Self Enquiry,3,17.0,Small Business,Female,2,3.0,Standard,3.0,Divorced,2.0,0,4,0,1.0,Senior Manager,22654.0,1,3,1,3,0,3,Senior,2,Medium,2,3.0,Beginner,0,1,1000,707.1067811865474,2
200608,1,55.0,Self Enquiry,3,8.0,Small Business,Male,2,3.0,Deluxe,3.0,Single,5.0,0,2,0,1.0,Manager,20160.0,1,3,2,1,2,2,Senior,2,Medium,2,3.0,Regular,3,0,2000,1414.2135623730949,2
200609,0,43.0,Self Enquiry,1,20.0,Salaried,Male,3,3.0,Super Deluxe,5.0,Divorced,7.0,0,5,1,0.0,AVP,32159.0,1,2,2,4,0,0,Middle,1,Medium,2,3.0,Expert,1,1,3500,2626.9437248127974,3
200610,0,27.0,Self Enquiry,1,11.0,Large Business,Male,2,4.0,Standard,3.0,Married,2.0,1,3,0,0.0,Senior Manager,27808.0,1,1,2,3,1,3,Young,3,Medium,2,2.0,Beginner,0,0,1000,919.2388155425117,1
200611,0,35.0,Self Enquiry,1,13.0,Salaried,Male,2,3.0,Standard,3.0,Unmarried,4.0,0,3,0,0.0,Senior Manager,25221.0,1,2,2,3,3,3,Middle,1,Medium,2,2.0,Regular,3,0,1000,919.2388155425117,1
200612,0,28.0,Self Enquiry,3,13.0,Small Business,Female,2,3.0,Deluxe,4.0,Divorced,2.0,1,3,1,0.0,Manager,19779.0,1,3,1,1,0,2,Young,3,Low,1,2.0,Beginner,0,0,2000,1414.2135623730949,2
200613,0,36.0,Self Enquiry,2,9.0,Salaried,Male,2,3.0,Basic,3.0,Divorced,1.0,0,2,1,1.0,Executive,22347.0,1,2,2,0,0,1,,1,,1,3.0,Beginner,0,0,500,388.9087296526011,1
200614,1,26.0,Company Invited,1,11.0,Small Business,Female,2,4.0,Basic,3.0,Divorced,2.0,1,2,0,1.0,Executive,17366.0,0,3,1,0,0,1,Young,3,Low,1,3.0,Beginner,0,0,500,459.61940777125585,1
200615,0,27.0,Company Invited,1,9.0,Small Business,Male,2,3.0,Basic,3.0,Divorced,2.0,0,2,1,0.0,Executive,16706.0,0,3,2,0,0,1,Young,3,Low,1,2.0,Beginner,0,0,500,459.61940777125585,1
200616,0,51.0,Self Enquiry,3,32.0,Small Business,Female,3,3.0,Super Deluxe,3.0,Divorced,3.0,0,3,0,1.0,AVP,31307.0,1,3,1,4,0,0,Senior,2,Medium,2,4.0,Regular,3,0,3500,2020.7259421636904,0
200617,0,44.0,Self Enquiry,1,10.0,Small Business,Male,2,3.0,Deluxe,4.0,Single,1.0,0,2,1,0.0,Manager,20933.0,1,3,2,1,2,2,Middle,1,Medium,2,2.0,Beginner,0,0,2000,1838.4776310850234,1
200618,0,36.0,Self Enquiry,1,8.0,Small Business,Male,3,1.0,Basic,5.0,Single,1.0,0,2,1,2.0,Executive,18424.0,1,3,2,0,2,1,,1,Low,1,5.0,Beginner,0,0,500,375.2776749732568,4
200619,0,36.0,Self Enquiry,3,6.0,Small Business,Male,2,1.0,Deluxe,5.0,Married,2.0,0,4,0,0.0,Manager,22347.0,1,3,2,1,1,2,,1,,1,2.0,Beginner,0,1,2000,1414.2135623730949,2
200620,0,35.0,Self Enquiry,1,33.0,Small Business,Female,2,4.0,Basic,5.0,Single,2.0,0,4,1,1.0,Executive,17559.0,1,3,1,0,2,1,Middle,1,Low,1,3.0,Beginner,0,1,500,459.61940777125585,1
200621,0,36.0,Self Enquiry,3,6.0,Salaried,Male,2,3.0,Deluxe,3.0,Divorced,2.0,1,3,1,1.0,Manager,21201.0,1,2,2,1,0,2,Middle,1,Medium,2,3.0,Beginner,0,0,2000,1414.2135623730949,2
200622,0,32.0,,3,13.0,Salaried,Male,3,3.0,Deluxe,3.0,Married,3.0,0,2,0,0.0,Manager,22347.0,2,2,2,1,1,2,Middle,1,,1,3.0,Regular,3,0,2000,1154.7005383792516,2
200623,0,36.0,Company Invited,1,11.0,Salaried,Male,3,4.0,Basic,3.0,Married,1.0,0,5,0,0.0,Executive,22347.0,0,2,2,0,1,1,,1,,1,3.0,Beginner,0,1,500,375.2776749732568,1
200624,0,53.0,Self Enquiry,3,13.0,Small Business,Female,3,4.0,Standard,3.0,Divorced,1.0,1,2,0,0.0,Senior Manager,25934.0,1,3,1,3,0,3,Senior,2,Medium,2,3.0,Beginner,0,0,1000,577.3502691896258,2
200625,0,45.0,Self Enquiry,3,15.0,Small Business,Male,3,3.0,Standard,5.0,Married,5.0,1,2,1,0.0,Senior Manager,25761.0,1,3,2,3,1,3,Middle,1,Medium,2,3.0,Regular,3,0,1000,577.3502691896258,2
200626,0,32.0,Self Enquiry,1,14.0,Small Business,Female,3,1.0,Deluxe,3.0,Divorced,6.0,0,3,1,2.0,Manager,20175.0,1,3,1,1,0,2,Middle,1,Medium,2,5.0,Expert,1,0,2000,1501.1106998930272,3
200627,0,52.0,Company Invited,1,31.0,Small Business,Female,2,4.0,Super Deluxe,3.0,Divorced,4.0,0,5,0,1.0,AVP,28826.0,0,3,1,4,0,0,Senior,2,Medium,2,3.0,Regular,3,1,3500,3217.335854398791,0
200628,0,37.0,Self Enquiry,3,22.0,Small Business,Male,3,4.0,Deluxe,3.0,Married,5.0,0,5,1,2.0,Manager,21334.0,1,3,2,1,1,2,Middle,1,Medium,2,5.0,Regular,3,1,2000,1154.7005383792516,2
200629,0,28.0,Self Enquiry,2,14.0,Small Business,Male,3,4.0,Basic,3.0,Married,2.0,0,2,0,1.0,Executive,19936.0,1,3,2,0,1,1,Young,3,Low,1,4.0,Beginner,0,0,500,317.5426480542942,4
200630,0,22.0,Self Enquiry,1,13.0,Salaried,Male,2,4.0,Deluxe,3.0,Divorced,7.0,0,2,1,0.0,Manager,19775.0,1,2,2,1,0,2,Young,3,Low,1,2.0,Expert,1,0,2000,1838.4776310850234,3
200631,0,44.0,Self Enquiry,1,14.0,Salaried,Male,3,1.0,Basic,3.0,Divorced,3.0,1,3,1,2.0,Executive,17818.0,1,2,2,0,0,1,Middle,1,Low,1,5.0,Regular,3,0,500,375.2776749732568,4
200632,0,42.0,Company Invited,1,8.0,Small Business,Male,2,3.0,Basic,3.0,Single,6.0,1,2,0,1.0,Executive,17515.0,0,3,2,0,2,1,Middle,1,Low,1,3.0,Expert,1,0,500,459.61940777125585,3
200633,0,36.0,Self Enquiry,2,14.0,Salaried,Male,3,4.0,Basic,5.0,Divorced,1.0,0,2,1,2.0,Executive,17342.0,1,2,2,0,0,1,Middle,1,Low,1,5.0,Beginner,0,0,500,317.5426480542942,2
200634,0,36.0,Self Enquiry,3,9.0,Salaried,Male,3,3.0,Deluxe,5.0,Divorced,2.0,1,4,1,0.0,Manager,22347.0,1,2,2,1,0,2,,1,,1,3.0,Beginner,0,1,2000,1154.7005383792516,2
200635,0,35.0,Self Enquiry,1,15.0,Salaried,Female,3,4.0,Standard,3.0,Divorced,2.0,1,4,1,1.0,Senior Manager,25685.0,1,2,1,3,0,3,Middle,1,Medium,2,4.0,Beginner,0,1,1000,750.5553499465136,1
200636,1,35.0,Company Invited,1,31.0,Salaried,Female,3,3.0,Basic,4.0,Married,2.0,1,3,0,0.0,Executive,17022.0,0,2,1,0,1,1,Middle,1,Low,1,3.0,Beginner,0,0,500,375.2776749732568,1
200637,0,32.0,Company Invited,1,6.0,Salaried,Male,3,3.0,Basic,3.0,Married,1.0,0,5,0,0.0,Executive,17314.0,0,2,2,0,1,1,Middle,1,Low,1,3.0,Beginner,0,1,500,375.2776749732568,1
200638,0,25.0,Self Enquiry,3,13.0,Small Business,Male,2,4.0,Deluxe,5.0,Divorced,2.0,0,3,1,1.0,Manager,22347.0,1,3,2,1,0,2,Young,3,,1,3.0,Beginner,0,0,2000,1414.2135623730949,2
200639,0,36.0,Self Enquiry,1,6.0,Large Business,Female,2,3.0,Basic,5.0,Divorced,3.0,0,4,1,0.0,Executive,18580.0,1,1,1,0,0,1,,1,Low,1,2.0,Regular,3,1,500,459.61940777125585,1
200640,0,24.0,Company Invited,1,10.0,Salaried,Male,2,4.0,Basic,3.0,Divorced,1.0,0,3,0,0.0,Executive,18162.0,0,2,2,0,0,1,Young,3,Low,1,2.0,Beginner,0,0,500,459.61940777125585,1
200641,0,32.0,Company Invited,3,11.0,Salaried,Male,2,3.0,Deluxe,4.0,Divorced,2.0,0,3,1,1.0,Manager,21524.0,0,2,2,1,0,2,Middle,1,Medium,2,3.0,Beginner,0,0,2000,1414.2135623730949,2
200642,0,38.0,Self Enquiry,3,15.0,Small Business,Male,3,4.0,Basic,4.0,Divorced,1.0,0,4,0,0.0,Executive,17899.0,1,3,2,0,0,1,Middle,1,Low,1,3.0,Beginner,0,1,500,288.6751345948129,2
200643,0,42.0,Self Enquiry,1,9.0,Salaried,Female,3,1.0,Deluxe,3.0,Divorced,3.0,1,5,0,0.0,Manager,20231.0,1,2,1,1,0,2,Middle,1,Medium,2,3.0,Regular,3,1,2000,1501.1106998930272,1
200644,0,31.0,Self Enquiry,1,17.0,Salaried,Male,2,3.0,Basic,3.0,Divorced,4.0,1,3,1,1.0,Executive,17356.0,1,2,2,0,0,1,Middle,1,Low,1,3.0,Regular,3,0,500,459.61940777125585,1
200645,1,29.0,Self Enquiry,3,6.0,Small Business,Female,2,4.0,Basic,3.0,Married,7.0,1,2,0,1.0,Executive,17800.0,1,3,1,0,1,1,Young,3,Low,1,3.0,Expert,1,0,500,353.5533905932737,3
200646,0,53.0,Self Enquiry,3,14.0,Small Business,Male,3,3.0,Super Deluxe,3.0,Divorced,6.0,0,3,0,2.0,AVP,26836.0,1,3,2,4,0,0,Senior,2,Medium,2,5.0,Expert,1,0,3500,2020.7259421636904,3
200647,0,35.0,Self Enquiry,1,31.0,Large Business,Male,3,4.0,Standard,4.0,Divorced,4.0,0,3,1,1.0,Senior Manager,25903.0,1,1,2,3,0,3,Middle,1,Medium,2,4.0,Regular,3,0,1000,750.5553499465136,4
200648,0,37.0,Company Invited,3,27.0,Small Business,Female,2,3.0,Basic,3.0,Divorced,6.0,0,2,1,1.0,Executive,17973.0,0,3,1,0,0,1,Middle,1,Low,1,3.0,Expert,1,0,500,353.5533905932737,2
200649,0,53.0,Self Enquiry,1,29.0,Salaried,Female,3,3.0,Super Deluxe,3.0,Single,7.0,0,5,1,1.0,AVP,29275.0,1,2,1,4,2,0,Senior,2,Medium,2,4.0,Expert,1,1,3500,2626.9437248127974,3
200650,0,43.0,Company Invited,1,6.0,Salaried,Female,2,3.0,Deluxe,3.0,Divorced,5.0,0,2,1,1.0,Manager,20562.0,0,2,1,1,0,2,Middle,1,Medium,2,3.0,Regular,3,0,2000,1838.4776310850234,3
200651,0,47.0,Self Enquiry,3,13.0,Small Business,Female,2,3.0,Deluxe,3.0,Divorced,1.0,1,2,1,0.0,Manager,19537.0,1,3,1,1,0,2,Senior,2,Low,1,2.0,Beginner,0,0,2000,1414.2135623730949,2
200652,0,37.0,Company Invited,3,25.0,Small Business,Male,2,3.0,Standard,4.0,Unmarried,2.0,1,5,0,0.0,Senior Manager,22642.0,0,3,2,3,3,3,Middle,1,Medium,2,2.0,Beginner,0,1,1000,707.1067811865474,2
200653,0,50.0,Company Invited,1,8.0,Salaried,Male,3,3.0,Super Deluxe,5.0,Married,2.0,0,5,1,2.0,AVP,32924.0,0,2,2,4,1,0,Senior,2,Medium,2,5.0,Beginner,0,1,3500,2626.9437248127974,0
200654,0,39.0,Self Enquiry,2,8.0,Salaried,Female,2,4.0,Deluxe,3.0,Divorced,1.0,0,3,0,0.0,Manager,20204.0,1,2,1,1,0,2,Middle,1,Medium,2,2.0,Beginner,0,0,2000,1555.6349186104044,1
200655,0,33.0,Self Enquiry,2,9.0,Salaried,Male,2,3.0,Basic,4.0,Married,4.0,1,5,0,1.0,Executive,17277.0,1,2,2,0,1,1,Middle,1,Low,1,3.0,Regular,3,1,500,388.9087296526011,1
200656,1,32.0,Self Enquiry,1,31.0,Salaried,Male,2,3.0,Basic,3.0,Single,2.0,1,5,1,0.0,Executive,17795.0,1,2,2,0,2,1,Middle,1,Low,1,2.0,Beginner,0,1,500,459.61940777125585,1
200657,0,29.0,Self Enquiry,1,13.0,Small Business,Female,3,4.0,Basic,3.0,Married,7.0,0,5,1,0.0,Executive,17532.0,1,3,1,0,1,1,Young,3,Low,1,3.0,Expert,1,1,500,375.2776749732568,3
200658,0,44.0,Self Enquiry,1,15.0,Salaried,Male,3,3.0,Basic,5.0,Divorced,2.0,1,3,1,0.0,Executive,17559.0,1,2,2,0,0,1,Middle,1,Low,1,3.0,Beginner,0,0,500,375.2776749732568,1
